;code_postal_unique;Commune;quota_region;quota_tuu
29080;01000;SAINT-DENIS-LES-BOURG;5;3
20394;01000;BOURG-EN-BRESSE;5;3
31413;01090;FRANCHELEINS;5;1
31289;01090;MONTMERLE-SUR-SAONE;5;3
10372;01090;LURCY;5;1
9276;01090;GUEREINS;5;3
22444;01090;MONTCEAUX;5;1
21345;01090;GENOUILLEUX;5;1
7675;01100;BELLIGNAT;5;3
21827;01100;GROISSIAT;5;3
31924;01100;GEOVREISSET;5;3
32472;01100;MARTIGNAT;5;1
18333;01100;ARBENT;5;3
7185;01100;APREMONT;5;1
8338;01100;OYONNAX;5;3
34569;01110;ARANC;5;1
9869;01110;BRENOD;5;1
7135;01110;HOSTIAZ;0;0
31534;01110;CORLIER;5;1
9610;01110;CORMARANCHE-EN-BUGEY;0;0
30833;01110;HAUTEVILLE-LOMPNES;5;2
26145;01110;CHAMPDOR;5;1
8940;01110;THEZILLIEU;0;0
5381;01110;PREMILLIEU;5;1
4542;01110;CORCELLES;0;0
29966;01120;NIEVROZ;5;1
18661;01120;SAINTE-CROIX;5;1
836;01120;LA BOISSE;5;4
18134;01120;THIL;5;1
4990;01120;DAGNEUX;5;4
14987;01120;PIZAY;5;1
24246;01120;MONTLUEL;5;4
779;01130;GIRON;5;1
15643;01130;BELLEYDOUX;5;1
30077;01130;PLAGNE;5;1
21579;01130;LES NEYROLLES;5;2
36672;01130;NANTUA;5;2
35901;01130;SAINT-GERMAIN-DE-JOUX;5;1
16893;01130;LALLEYRIAT;5;1
32564;01130;LE POIZAT;0;0
29298;01130;ECHALLON;5;1
33371;01130;CHARIX;5;1
21399;01140;PEYZIEUX-SUR-SAONE;5;1
28336;01140;GARNERANS;5;1
27847;01140;SAINT-ETIENNE-SUR-CHALARONNE;5;1
953;01140;THOISSEY;5;2
24132;01140;SAINT-DIDIER-SUR-CHALARONNE;5;2
7999;01140;ILLIAT;5;1
12032;01140;VALEINS;5;1
34052;01140;MOGNENEINS;5;1
11283;01150;VAUX-EN-BUGEY;5;1
9446;01150;CHAZEY-SUR-AIN;5;1
13514;01150;SAINT-SORLIN-EN-BUGEY;5;2
32377;01150;VILLEBOIS;5;1
17779;01150;LEYMENT;5;1
14460;01150;BLYES;5;1
14797;01150;SAINTE-JULIE;5;1
98;01150;LAGNIEU;5;2
35564;01150;SAULT-BRENAZ;5;1
1198;01150;SAINT-VULBAS;5;1
9574;01150;SOUCLIN;5;1
16671;01160;LA TRANCLIERE;5;1
31646;01160;SAINT-MARTIN-DU-MONT;5;1
36684;01160;PRIAY;5;1
7383;01160;DRUILLAT;5;1
24475;01160;PONT-D'AIN;5;2
23716;01160;VARAMBON;5;1
17698;01160;NEUVILLE-SUR-AIN;5;1
21983;01170;CROZET;5;2
6344;01170;CESSY;5;3
25159;01170;VESANCY;5;1
3719;01170;ECHENEVEX;5;2
837;01170;GEX;5;3
26469;01170;SEGNY;5;3
9032;01170;CHEVRY;5;2
2655;01190;CHAVANNES-SUR-REYSSOUZE;5;1
28592;01190;SERMOYER;5;1
6186;01190;ARBIGNY;5;1
10475;01190;CHEVROUX;5;1
13852;01190;PONT-DE-VAUX;5;2
2899;01190;REYSSOUZE;5;1
17956;01190;GORREVOD;5;2
18785;01190;SAINT-BENIGNE;5;2
15521;01190;BOZ;5;1
5168;01190;OZAN;5;1
14008;01190;SAINT-ETIENNE-SUR-REYSSOUZE;5;1
14503;01190;BOISSEY;5;1
2461;01200;ELOISE;5;2
11612;01200;INJOUX-GENISSIAT;5;1
17656;01200;BILLIAT;5;1
21570;01200;CONFORT;5;1
33112;01200;LANCRANS;0;0
27865;01200;VILLES;5;1
32505;01200;BELLEGARDE-SUR-VALSERINE;5;2
25185;01200;MONTANGES;5;1
8157;01200;LEAZ;5;1
21265;01200;CHATILLON-EN-MICHAILLE;0;0
8540;01210;ORNEX;5;4
13234;01210;FERNEY-VOLTAIRE;5;4
2000;01210;VERSONNEX;5;2
23576;01220;GRILLY;5;1
31238;01220;DIVONNE-LES-BAINS;5;2
19388;01220;SAUVERNY;5;1
18988;01230;CHALEY;5;1
19893;01230;NIVOLLET-MONTGRIFFON;5;1
34289;01230;CLEYZIEU;5;1
32292;01230;ARGIS;5;1
31980;01230;TENAY;5;1
2276;01230;EVOSGES;5;1
4158;01230;ARANDAS;5;1
20407;01230;CONAND;5;1
8643;01230;TORCIEU;5;1
31432;01230;ONCIEU;5;1
35775;01230;SAINT-RAMBERT-EN-BUGEY;5;1
13206;01240;SAINT-ANDRE-LE-BOUCHOUX;5;1
17090;01240;DOMPIERRE-SUR-VEYLE;5;1
852;01240;LENT;5;1
11916;01240;MARLIEUX;5;1
31881;01240;CERTINES;5;2
27554;01240;SAINT-GERMAIN-SUR-RENON;5;1
7582;01240;LA CHAPELLE-DU-CHATELARD;5;1
13215;01240;SAINT-PAUL-DE-VARAX;5;1
20379;01250;GRAND-CORENT;5;1
18594;01250;BOHAS-MEYRIAT-RIGNAT;5;1
4620;01250;JOURNANS;5;1
7561;01250;TOSSIAT;5;1
27334;01250;SAINT-JUST;5;3
32683;01250;CIZE;5;1
31110;01250;GERMAGNAT;0;0
22197;01250;CORVEISSIAT;5;1
1727;01250;MONTAGNAT;5;2
2690;01250;RAMASSE;5;1
21909;01250;CHAVANNES-SUR-SURAN;5;1
30452;01250;REVONNAS;5;2
10249;01250;SIMANDRE-SUR-SURAN;5;1
7160;01250;JASSERON;5;1
29793;01250;POUILLAT;5;1
18264;01250;HAUTECOURT-ROMANECHE;5;1
19377;01250;CEYZERIAT;5;2
17193;01250;DROM;5;1
30103;01250;VILLEREVERSURE;5;1
9898;01260;VIRIEU-LE-PETIT;5;1
31235;01260;SONGIEU;0;0
24070;01260;VIEU;0;0
35186;01260;BRENAZ;0;0
35388;01260;SUTRIEU;0;0
36629;01260;LE PETIT-ABERGEMENT;0;0
15526;01260;HOTONNES;5;1
28110;01260;CHAMPAGNE-EN-VALROMEY;5;1
33154;01260;RUFFIEU;5;1
34065;01260;LOMPNIEU;0;0
32476;01260;LE GRAND-ABERGEMENT;0;0
488;01260;LOCHIEU;0;0
17345;01260;BELMONT-LUTHEZIEU;5;1
17607;01270;DOMSURE;5;1
33456;01270;SALAVRE;5;1
2266;01270;PIRAJOUX;5;1
12715;01270;BEAUPONT;5;1
22888;01270;VERJON;5;1
26333;01270;COLIGNY;5;1
32617;01270;VILLEMOTIER;5;1
17125;01280;PREVESSIN-MOENS;5;4
33125;01290;CORMORANCHE-SUR-SAONE;5;1
15968;01290;BEY;5;1
15304;01290;SAINT-ANDRE-D'HUIRIAT;5;1
32568;01290;PONT-DE-VEYLE;5;2
18071;01290;BIZIAT;5;1
7550;01290;CROTTET;5;2
27422;01290;GRIEGES;5;1
5883;01290;SAINT-JEAN-SUR-VEYLE;5;1
30492;01290;CRUZILLES-LES-MEPILLAT;5;1
32527;01290;LAIZ;5;2
2235;01300;CONZIEU;5;1
12718;01300;ANDERT-ET-CONDON;5;1
30673;01300;CUZIEU;5;1
7746;01300;SAINT-BENOIT;5;1
1082;01300;CHAZEY-BONS;5;1
4090;01300;BRENS;5;2
421;01300;VIRIGNIN;5;1
28436;01300;PREMEYZEL;5;1
28723;01300;BREGNIER-CORDON;5;1
18432;01300;MASSIGNIEU-DE-RIVES;5;1
32056;01300;SAINT-CHAMP;0;0
25597;01300;CONTREVOZ;5;1
31953;01300;NATTAGES;0;0
25889;01300;MAGNIEU;5;1
13001;01300;MURS-ET-GELIGNIEUX;5;1
24758;01300;IZIEU;5;1
5645;01300;COLOMIEU;5;1
14601;01300;SAINT-BOIS;0;0
31202;01300;PEYRIEU;5;1
28204;01300;MARIGNIEU;5;1
13847;01300;PARVES;5;1
19145;01300;BELLEY;5;2
4290;01300;ARBIGNIEU;5;1
29665;01300;AMBLEON;5;1
30179;01300;SAINT-GERMAIN-LES-PAROISSES;5;1
16729;01310;SAINT-REMY;5;2
4907;01310;CONFRANCON;5;1
4250;01310;CURTAFOND;5;1
19681;01310;MONTRACOL;5;1
12795;01310;BUELLAS;5;2
28654;01310;POLLIAT;5;2
8061;01310;SAINT-MARTIN-LE-CHATEL;5;1
18408;01310;MONTCET;5;1
14418;01320;CRANS;5;1
22065;01320;VILLETTE-SUR-AIN;5;2
16355;01320;CHATENAY;5;1
21326;01320;CHALAMONT;5;2
4009;01320;SAINT-NIZIER-LE-DESERT;5;1
21810;01320;CHATILLON-LA-PALUD;5;2
35988;01330;VILLARS-LES-DOMBES;5;2
29647;01330;SAINTE-OLIVE;5;1
8992;01330;BIRIEUX;5;1
4226;01330;BOULIGNEUX;5;1
33575;01330;LAPEYROUSE;5;1
13540;01330;AMBERIEUX-EN-DOMBES;5;1
31852;01330;VERSAILLEUX;5;1
29663;01330;LE PLANTAY;5;1
612;01340;ETREZ;0;0
25962;01340;MALAFRETAZ;5;1
27469;01340;MARSONNAS;5;1
12008;01340;JAYAT;5;2
15558;01340;SAINT-SULPICE;5;1
1793;01340;BEREZIAT;5;1
8798;01340;MONTREVEL-EN-BRESSE;5;2
15776;01340;SAINT-DIDIER-D'AUSSIAT;5;1
25181;01340;FOISSIAT;5;1
26697;01340;ATTIGNAT;5;2
23372;01340;CRAS-SUR-REYSSOUZE;5;1
24816;01350;ANGLEFORT;5;1
28894;01350;CULOZ;5;2
18353;01350;CEYZERIEU;5;1
16141;01350;POLLIEU;5;1
35334;01350;VONGNES;5;1
29040;01350;LAVOURS;5;1
11569;01350;FLAXIEU;5;1
33440;01350;BEON;5;1
32747;01350;CRESSIN-ROCHEFORT;5;1
27397;01360;BRESSOLLES;5;1
7778;01360;BELIGNEUX;5;2
15984;01360;LOYETTES;5;2
12420;01360;BALAN;5;2
20645;01370;BENY;5;1
31912;01370;SAINT-ETIENNE-DU-BOIS;5;1
20615;01370;PRESSIAT;0;0
10014;01370;TREFFORT-CUISIAT;5;1
13929;01370;MEILLONNAS;5;1
30666;01370;COURMANGOUX;5;1
10393;01380;SAINT-ANDRE-DE-BAGE;5;2
12349;01380;BAGE-LE-CHATEL;5;2
9604;01380;DOMMARTIN;0;0
14353;01380;BAGE-LA-VILLE;5;2
21743;01380;SAINT-CYR-SUR-MENTHON;5;1
17491;01380;SAINT-GENIS-SUR-MENTHON;5;1
10637;01390;MONTHIEUX;5;1
3075;01390;SAINT-MARCEL;5;1
2523;01390;SAINT-ANDRE-DE-CORCY;5;2
16693;01390;SAINT-JEAN-DE-THURIGNEUX;5;1
11454;01390;MIONNAY;5;1
14564;01390;TRAMOYES;5;1
33729;01390;RANCE;5;1
30910;01390;CIVRIEUX;5;1
2394;01400;NEUVILLE-LES-DAMES;5;1
20822;01400;CHANOZ-CHATENAY;5;1
2027;01400;SAINT-GEORGES-SUR-RENON;5;1
29247;01400;DOMPIERRE-SUR-CHALARONNE;5;1
4619;01400;CHATILLON-SUR-CHALARONNE;5;2
32908;01400;ROMANS;5;1
32620;01400;CONDEISSIAT;5;1
9508;01400;L'ABERGEMENT-CLEMENCIAT;5;1
8558;01400;SULIGNAT;5;1
885;01400;SANDRANS;5;1
26586;01410;LAJOUX;4;1
3724;01410;CHEZERY-FORENS;5;1
22332;01410;MIJOUX;5;1
19519;01410;LELEX;5;1
24903;01410;CHAMPFROMIER;5;1
31635;01420;LHOPITAL;5;1
14249;01420;CORBONOD;5;2
35086;01420;SEYSSEL;5;2
33372;01420;CHANAY;5;1
9286;01420;SURJOUX;0;0
20791;01430;IZENAVE;5;1
7205;01430;SAINT-MARTIN-DU-FRENE;5;2
10592;01430;CEIGNES;5;1
35873;01430;LANTENAY;5;1
25920;01430;PEYRIAT;5;1
26738;01430;CHEVILLARD;5;1
16731;01430;CONDAMINE;5;2
15366;01430;OUTRIAZ;5;1
35217;01430;MAILLAT;5;2
6576;01430;VIEU-D'IZENAVE;5;1
24128;01440;VIRIAT;5;3
4205;01450;SAINT-ALBAN;5;1
4810;01450;MERIGNAT;5;1
10260;01450;CERDON;5;1
9660;01450;PONCIN;5;1
21103;01450;LABALME;5;1
7914;01450;SERRIERES-SUR-AIN;5;1
25877;01450;BOLOZON;5;1
23096;01450;CHALLES-LA-MONTAGNE;5;1
14791;01450;LEYSSARD;5;1
11952;01460;MONTREAL-LA-CLUSE;5;2
2336;01460;BEARD-GEOVREISSIAT;5;2
28118;01460;BRION;5;2
14336;01460;PORT;5;2
26415;01460;NURIEUX-VOLOGNAT;5;1
13651;01470;SEILLONNAZ;5;1
35531;01470;BRIORD;5;1
1615;01470;BENONCES;5;1
11848;01470;SERRIERES-DE-BRIORD;5;1
15729;01470;MONTAGNIEU;5;1
2912;01480;CHALEINS;5;1
31106;01480;FRANS;5;4
14466;01480;JASSANS-RIOTTIER;5;4
17908;01480;FAREINS;5;4
23680;01480;ARS-SUR-FORMANS;5;1
26944;01480;MESSIMY-SUR-SAONE;5;1
21926;01480;BEAUREGARD;5;4
35805;01480;SAVIGNEUX;5;1
10244;01480;VILLENEUVE;5;1
5088;01500;SAINT-MAURICE-DE-REMENS;5;1
8556;01500;CHATEAU-GAILLARD;5;1
4459;01500;DOUVRES;5;1
56;01500;AMBRONAY;5;1
12524;01500;AMBUTRIX;5;2
25301;01500;BETTANT;5;1
15611;01500;SAINT-DENIS-EN-BUGEY;5;2
11662;01500;AMBERIEU-EN-BUGEY;5;2
1994;01510;PUGIEU;0;0
11415;01510;ARTEMARE;5;1
23458;01510;CHEIGNIEU-LA-BALME;5;1
12608;01510;VIRIEU-LE-GRAND;5;1
27986;01510;ORDONNAZ;5;1
26813;01510;SAINT-MARTIN-DE-BAVEL;5;1
1119;01510;ARMIX;5;1
14189;01510;ROSSILLON;5;1
30381;01510;LA BURBANCHE;5;1
28421;01510;CHAVORNAY;0;0
8217;01510;TALISSIEU;5;1
19865;01540;PERREX;5;1
26715;01540;SAINT-JULIEN-SUR-VEYLE;5;1
21637;01540;VONNAS;5;2
202;01550;POUGNY;5;1
24416;01550;FARGES;5;2
36231;01550;COLLONGES;5;1
36272;01560;CORMOZ;5;1
1777;01560;SAINT-JEAN-SUR-REYSSOUZE;5;1
5886;01560;SAINT-TRIVIER-DE-COURTES;5;1
10614;01560;MANTENAY-MONTLIN;5;1
11979;01560;VERNOUX;5;1
31078;01560;CURCIAT-DONGALON;5;1
36115;01560;SERVIGNAT;5;1
29485;01560;LESCHEROUX;5;1
32941;01560;COURTES;5;1
10006;01560;VESCOURS;5;1
11590;01560;SAINT-NIZIER-LE-BOUCHOUX;5;1
5481;01560;SAINT-JULIEN-SUR-REYSSOUZE;5;1
28939;01570;VESINES;5;1
29564;01570;ASNIERES-SUR-SAONE;5;1
27096;01570;FEILLENS;5;2
27124;01570;MANZIAT;5;1
19762;01580;SAMOGNAT;5;1
539;01580;IZERNORE;5;2
17820;01580;MATAFELON-GRANGES;5;1
29932;01580;SONTHONNAX-LA-MONTAGNE;5;1
5404;01590;CHANCIA;4;1
19250;01590;DORTAN;5;1
2443;01590;LAVANCIA-EPERCY;4;1
19873;01600;SAINTE-EUPHEMIE;5;4
18195;01600;SAINT-BERNARD;5;4
28906;01600;PARCIEUX;5;4
9283;01600;TOUSSIEUX;5;4
3305;01600;SAINT-DIDIER-DE-FORMANS;5;4
6273;01600;REYRIEUX;5;4
9187;01600;TREVOUX;5;4
19212;01600;MISERIEUX;5;4
34649;01600;MASSIEUX;5;4
14536;01630;SAINT-GENIS-POUILLY;5;4
35921;01630;CHALLEX;5;1
35521;01630;PERON;5;2
27790;01630;SAINT-JEAN-DE-GONVILLE;5;1
23150;01630;SERGY;5;4
8378;01640;L'ABERGEMENT-DE-VAREY;5;1
3673;01640;SAINT-JEAN-LE-VIEUX;5;2
2136;01640;JUJURIEUX;5;2
7859;01640;BOYEUX-SAINT-JEROME;5;1
10158;01660;CHAVEYRIAT;5;1
21953;01660;MEZERIAT;5;1
8126;01660;VANDEINS;5;1
13130;01680;LHUIS;5;1
8551;01680;GROSLEE;0;0
35468;01680;LOMPNAS;5;1
35436;01680;INNIMOND;5;1
31798;01680;MARCHAMP;5;1
29113;01700;NEYRON;5;4
31904;01700;BEYNOST;5;4
6516;01700;MIRIBEL;5;4
33578;01700;SAINT-MAURICE-DE-BEYNOST;5;4
22564;01710;THOIRY;5;4
30570;01750;REPLONGES;5;2
1604;01750;SAINT-LAURENT-SUR-SAONE;5;3
186;01800;SAINT-ELOI;5;1
21880;01800;CHARNOZ-SUR-AIN;5;1
23360;01800;JOYEUX;5;1
6029;01800;MEXIMIEUX;5;2
31333;01800;RIGNIEUX-LE-FRANC;5;1
36116;01800;SAINT-MAURICE-DE-GOURDANS;5;2
3209;01800;SAINT-JEAN-DE-NIOST;5;1
28329;01800;PEROUGES;5;2
26846;01800;BOURG-SAINT-CHRISTOPHE;5;2
28557;01800;LE MONTELLIER;5;1
455;01800;FARAMANS;5;1
25584;01800;VILLIEU-LOYES-MOLLON;5;2
31337;01851;MARBOZ;5;1
10791;01960;SAINT-ANDRE-SUR-VIEUX-JONC;5;1
16907;01960;SERVAS;5;1
22848;01960;PERONNAS;5;3
29513;01990;CHANEINS;5;1
19208;01990;SAINT-TRIVIER-SUR-MOIGNANS;5;1
28782;01990;RELEVANT;5;1
2792;01990;BANEINS;5;1
18704;02000;VERNEUIL-SUR-SERRE;4;1
11652;02000;MONS-EN-LAONNOIS;4;1
6971;02000;ETOUVELLES;4;1
6959;02000;MERLIEUX-ET-FOUQUEROLLES;4;1
29588;02000;AULNOIS-SOUS-LAON;4;1
16993;02000;PARGNY-FILAIN;4;1
30390;02000;MONAMPTEUIL;4;1
16413;02000;BOURGUIGNON-SOUS-MONTBAVIN;4;1
21284;02000;CHAILLEVOIS;4;1
7073;02000;CHEVREGNY;4;1
32636;02000;FILAIN;4;1
12107;02000;CHIVY-LES-ETOUVELLES;4;1
4413;02000;CHERY-LES-POUILLY;4;1
2487;02000;BARENTON-BUGNY;4;1
23438;02000;LAON;4;3
22789;02000;CHAVIGNON;4;1
30603;02000;ROYAUCOURT-ET-CHAILVET;4;1
1560;02000;LANISCOURT;4;1
6180;02000;MOLINCHART;4;1
35507;02000;BRAYE-EN-LAONNOIS;4;1
17984;02000;CHAMBRY;4;3
28036;02000;URCEL;4;1
12720;02000;VAUCELLES-ET-BEFFECOURT;4;1
12190;02000;MONTBAVIN;4;1
35457;02000;BARENTON-CEL;4;1
4923;02000;CLACY-ET-THIERRET;4;1
24281;02100;SAINT-QUENTIN;4;3
36059;02100;NEUVILLE-SAINT-AMAND;4;1
6376;02100;LESDINS;4;1
590;02100;ESSIGNY-LE-PETIT;4;1
3735;02100;HARLY;4;3
19228;02100;MORCOURT;4;1
4985;02100;FAYET;4;3
5521;02100;REMAUCOURT;4;1
5799;02100;OMISSY;4;1
31342;02100;GRICOURT;4;1
13202;02100;ROUVROY;4;1
12709;02110;SEBONCOURT;4;1
30939;02110;SAINT-MARTIN-RIVIERE;4;1
2539;02110;RIBEAUVILLE;4;1
11771;02110;MONTBREHAIN;4;1
15099;02110;FONSOMME;4;1
13812;02110;MONTIGNY-EN-ARROUAISE;4;1
28942;02110;ETAVES-ET-BOCQUIAUX;4;1
24745;02110;GROUGIS;4;1
2424;02110;BRANCOURT-LE-GRAND;4;1
34151;02110;VAUX-ANDIGNY;4;1
16357;02110;BEAUREVOIR;4;1
11690;02110;RAMICOURT;4;1
28465;02110;LA VALLEE-MULATRE;4;1
18861;02110;FIEULAINE;4;1
35849;02110;BECQUIGNY;4;1
8729;02110;BOHAIN-EN-VERMANDOIS;4;2
10956;02110;CROIX-FONSOMME;4;1
20762;02110;SERAIN;4;1
1639;02110;PREMONT;4;1
25785;02110;AISONVILLE-ET-BERNOVILLE;4;1
11791;02110;FONTAINE-UTERTE;4;1
33517;02110;FONTAINE-NOTRE-DAME;4;1
13432;02110;MOLAIN;4;1
25493;02120;FLAVIGNY-LE-GRAND-ET-BEAURAIN;4;1
25203;02120;ROMERY;4;1
8993;02120;TUPIGNY;4;1
15131;02120;MARLY-GOMONT;4;1
9851;02120;PROIX;4;1
27615;02120;WIEGE-FATY;4;1
36685;02120;PROISY;4;1
22344;02120;COLONFAY;4;1
12950;02120;LE HERIE-LA-VIEVILLE;4;1
28290;02120;BERNOT;4;1
32003;02120;CHIGNY;4;1
31470;02120;GUISE;4;2
15937;02120;SAINS-RICHAUMONT;4;1
29352;02120;GRAND-VERLY;4;1
21695;02120;NOYALES;4;1
28262;02120;MALZY;4;1
11636;02120;AUDIGNY;4;1
12716;02120;MONCEAU-SUR-OISE;4;1
28189;02120;HAUTEVILLE;4;1
28485;02120;LESQUIELLES-SAINT-GERMAIN;4;1
11917;02120;VILLERS-LES-GUISE;4;1
2459;02120;CRUPILLY;4;1
2478;02120;PUISIEUX-ET-CLANLIEU;4;1
18166;02120;MACQUIGNY;4;1
21343;02120;LANDIFAY-ET-BERTAIGNEMONT;4;1
12937;02120;VADENCOURT;4;1
24265;02130;RONCHERES;4;1
24177;02130;ARCY-SAINTE-RESTITUE;4;1
31383;02130;COULONGES-COHAN;4;1
6987;02130;VEZILLY;4;1
14391;02130;SERGY;4;1
15232;02130;FERE-EN-TARDENOIS;4;2
853;02130;VILLERS-AGRON-AIGUIZY;4;1
36395;02130;BRUYERES-SUR-FERE;4;1
18146;02130;COURMONT;4;1
35260;02130;SAPONAY;4;1
12138;02130;VILLENEUVE-SUR-FERE;4;1
22305;02130;BEUVARDES;4;1
30139;02130;SERINGES-ET-NESLES;4;1
12602;02130;CRAMAILLE;4;1
6096;02130;FRESNES-EN-TARDENOIS;4;1
34869;02130;DRAVEGNY;4;1
20259;02130;MAREUIL-EN-DOLE;4;1
29212;02130;LOUPEIGNE;4;1
36345;02130;GOUSSANCOURT;4;1
20893;02130;VILLERS-SUR-FERE;4;1
36085;02130;CIERGES;4;1
16324;02140;THENAILLES;4;1
20236;02140;BURELLES;4;1
18725;02140;VOHARIES;4;1
8138;02140;JEANTES;4;1
12690;02140;HOURY;4;1
22692;02140;ROUGERIES;4;1
16454;02140;LA BOUTEILLE;4;1
15666;02140;HAUTION;4;1
20439;02140;GRONARD;4;1
8581;02140;SAINT-GOBERT;4;1
36390;02140;LEME;4;1
5712;02140;HARY;4;1
32711;02140;SAINT-PIERRE-LES-FRANQUEVILLE;4;1
5732;02140;LUGNY;4;1
34345;02140;BRAYE-EN-THIERACHE;4;1
3354;02140;LE SOURD;4;1
32940;02140;LANDOUZY-LA-VILLE;4;1
9150;02140;ROGNY;4;1
26574;02140;FONTAINE-LES-VERVINS;4;2
15770;02140;GERCY;4;1
22667;02140;PRISCES;4;1
18647;02140;BANCIGNY;4;1
35892;02140;NAMPCELLES-LA-COUR;4;1
21641;02140;MARFONTAINE;4;1
3563;02140;FRANQUEVILLE;4;1
3964;02140;PLOMION;4;1
18771;02140;VOULPAIX;4;1
2957;02140;LA VALLEE-AU-BLE;4;1
16387;02140;LAIGNY;4;1
24555;02140;VERVINS;4;2
4842;02140;DAGNY-LAMBERCY;4;1
10516;02140;LANDOUZY-LA-COUR;4;1
6898;02140;HARCIGNY;4;1
1762;02150;SISSONNE;4;2
30539;02150;NIZY-LE-COMTE;4;1
19689;02150;LAPPION;4;1
7003;02150;LA SELVE;4;1
30394;02160;SERVAL;4;1
13375;02160;VILLERS-EN-PRAYERES;0;0
11103;02160;PONTAVERT;4;1
18590;02160;BLANZY-LES-FISMES;4;1
18124;02160;GUYENCOURT;4;1
5329;02160;PERLES;0;0
22412;02160;PAISSY;4;1
10550;02160;LONGUEVAL-BARBONVAL;4;1
11008;02160;VIEL-ARCY;4;1
13320;02160;VENDRESSE-BEAULNE;4;1
1164;02160;CHAUDARDES;4;1
22825;02160;MOUSSY-VERNEUIL;4;1
6444;02160;CUISSY-ET-GENY;4;1
26509;02160;BOURG-ET-COMIN;4;1
20449;02160;SOUPIR;4;1
25307;02160;LA VILLE-AUX-BOIS-LES-PONTAVERT;4;1
35036;02160;OEUILLY;4;1
16787;02160;CRAONNE;4;1
15399;02160;MUSCOURT;4;1
11295;02160;REVILLON;0;0
19916;02160;VASSOGNE;4;1
14175;02160;BOUFFIGNEREUX;4;1
26386;02160;MAIZY;4;1
7876;02160;CONCEVREUX;4;1
30530;02160;PARGNAN;4;1
4670;02160;MOULINS;4;1
23467;02160;GERNICOURT;0;0
32695;02160;CRAONNELLE;4;1
31506;02160;VAUXCERE;0;0
22744;02160;CUIRY-LES-CHAUDARDES;4;1
7156;02160;ROUCY;4;1
36174;02160;OULCHES-LA-VALLEE-FOULON;4;1
9251;02160;BEAURIEUX;4;1
11043;02160;JUMIGNY;4;1
14583;02160;MEURIVAL;4;1
486;02160;GLENNES;0;0
31557;02160;MERVAL;0;0
19549;02160;PONT-ARCY;4;1
28117;02170;FONTENELLE;4;1
19354;02170;LE NOUVION-EN-THIERACHE;4;2
21332;02170;ESQUEHERIES;4;1
12082;02170;BARZY-EN-THIERACHE;4;1
15480;02170;LESCHELLE;4;1
29033;02190;BERTRICOURT;4;1
31468;02190;LOR;4;1
12331;02190;CONDE-SUR-SUIPPE;4;1
28334;02190;LA MALMAISON;4;1
26735;02190;PROUVAIS;4;1
13960;02190;GUIGNICOURT;4;2
9115;02190;MENNEVILLE;0;0
18170;02190;EVERGNICOURT;4;1
26026;02190;ORAINVILLE;4;1
8827;02190;AMIFONTAINE;4;1
18417;02190;JUVINCOURT-ET-DAMARY;4;1
25358;02190;VARISCOURT;4;1
32687;02190;PROVISEUX-ET-PLESNOY;4;1
31085;02190;NEUFCHATEL-SUR-AISNE;4;1
35812;02190;AGUILCOURT;4;1
24442;02190;BERRY-AU-BAC;4;1
25437;02190;PIGNICOURT;4;1
22740;02200;VAUXREZIS;4;1
315;02200;NAMPTEUIL-SOUS-MURET;4;1
13918;02200;PLOISY;4;1
27608;02200;BELLEU;4;3
18014;02200;POMMIERS;4;1
9908;02200;CHACRISE;4;1
5470;02200;CUISY-EN-ALMONT;4;1
11025;02200;SOISSONS;4;3
25400;02200;ACY;4;1
33628;02200;SACONIN-ET-BREUIL;4;1
9019;02200;BILLY-SUR-AISNE;4;2
4802;02200;VENIZEL;4;2
29251;02200;VAUXBUIN;4;3
4702;02200;BERZY-LE-SEC;4;1
24019;02200;SEPTMONTS;4;1
6840;02200;VILLENEUVE-SAINT-GERMAIN;4;3
32073;02200;MISSY-AUX-BOIS;4;1
34295;02200;COURMELLES;4;3
26807;02200;MERCIN-ET-VAUX;4;3
23390;02200;NOYANT-ET-ACONIN;4;1
32058;02200;CHAUDUN;4;1
6976;02200;BUZANCY;4;1
18582;02200;AMBRIEF;4;1
12676;02200;PASLY;4;1
25718;02200;ROZIERES-SUR-CRISE;4;1
7232;02200;PERNANT;4;1
17386;02210;OULCHY-LE-CHATEAU;4;1
20683;02210;VILLEMONTOIRE;4;1
21982;02210;BEUGNEUX;4;1
19493;02210;LATILLY;4;1
17739;02210;PARCY-ET-TIGNY;4;1
34480;02210;CHOUY;4;1
18421;02210;BRECY;4;1
18368;02210;NANTEUIL-NOTRE-DAME;4;1
9552;02210;BILLY-SUR-OURCQ;4;1
19839;02210;LE PLESSIER-HULEU;4;1
16177;02210;ARMENTIERES-SUR-OURCQ;4;1
17911;02210;GRAND-ROZOY;4;1
2615;02210;MURET-ET-CROUTTES;4;1
30758;02210;DROIZY;4;1
30753;02210;SAINT-REMY-BLANZY;4;1
14775;02210;HARTENNES-ET-TAUX;4;1
11218;02210;LAUNOY;4;1
22244;02210;GRISOLLES;4;1
8965;02210;VIERZY;4;1
11809;02210;BRENY;4;1
10496;02210;COINCY;4;1
11141;02210;MONTGRU-SAINT-HILAIRE;4;1
21890;02210;LA CROIX-SUR-OURCQ;4;1
20812;02210;ROCOURT-SAINT-MARTIN;4;1
6718;02210;OULCHY-LA-VILLE;4;1
29941;02210;ROZET-SAINT-ALBIN;4;1
